,Forecast_Column,MAE,MSE
0,SMA_Forecast,121.21673669467785,27239.951826563956
1,ES_Forecast,98.64149342136741,16240.436388573558
2,ARIMA_Forecast,26.856890129805425,1940.8706487225577
